edx-163,edx,the hong kong university of science a…,introduction to java programming – part 1,https://www.edx.org/learn/java/the-hong-kong-university-of-science-and-technology-introduction-to-java-programming-part-1?index=product&queryid=13210d6d5f071b0d1a1a110dd5a6a674&position=19&results_level=second-level-results&term=&objectid=course-ef4d812a-d160-4f21-bf8d-48bbb8deadfa&campaign=introduction+to+java+programming+%e2%80%93+part+1&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn the fundamental elements of java programming and data abstraction.,4.1,5,7,-->introductory,5 weeks,problem solving - event-driven programming - java (programming language) - integrated development environments - object-oriented programming (oop) - data abstraction,none,free 
edx-164,edx,indian institute of management bangalore,people management,https://www.edx.org/learn/management/indian-institute-of-management-bangalore-people-management?index=product&queryid=13210d6d5f071b0d1a1a110dd5a6a674&position=20&results_level=second-level-results&term=&objectid=course-e3e1545c-565d-4fa2-bfd0-92abdd9a8145&campaign=people+management&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn to be a better manager by developing leadership and communication skills designed to turn first time managers into great team leaders.,4.8,5,32,-->introductory,6 weeks,leadership - communications - management - people management,none,free 
edx-165,edx,the georgia institute of technology,introduction to object-oriented programming with java i: foundations and…,https://www.edx.org/learn/java/the-georgia-institute-of-technology-introduction-to-object-oriented-programming-with-java-i-foundations-and-syntax-basics?index=product&queryid=13210d6d5f071b0d1a1a110dd5a6a674&position=21&results_level=second-level-results&term=&objectid=course-4383ff55-5943-4a5a-a538-06b09ac8742b&campaign=introduction+to+object-oriented+programming+with+java+i%3a+foundations+and+syntax+basics&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn the foundational basics of the java programming language.,4.0,5,13,introductory,6 weeks,object-oriented programming (oop) - java (programming language),none,free 
edx-166,edx,the georgia institute of technology,data structures & algorithms i: arraylists linkedlists stacks and queues,https://www.edx.org/learn/data-structures/the-georgia-institute-of-technology-data-structures-algorithms-i-arraylists-linkedlists-stacks-and-queues?index=product&queryid=13210d6d5f071b0d1a1a110dd5a6a674&position=22&results_level=second-level-results&term=&objectid=course-5fda4000-8baf-4c1a-b6e6-840189eda463&campaign=data+structures+%26+algorithms+i%3a+arraylists%2c+linkedlists%2c+stacks+and+queues&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,work with the principles of data storage in arrays arraylists & linkedlist nodes. understand their operations and performance with visualizations. implement low-level linear linked data structures with recursive methods and explore their edge cases. extend these structures to the abstract data types stacks queues and deques.,5.0,5,5,intermediate,5 weeks,operations - time complexity - data storage technologies - abstract data types - nodes (networking) - algorithms - data structures - java (programming language) - object-oriented programming (oop),none,free 
edx-167,edx,mandarinx,mandarin chinese level 1,https://www.edx.org/learn/mandarin-chinese/mandarinx-mandarin-chinese-level-1?index=product&queryid=13210d6d5f071b0d1a1a110dd5a6a674&position=23&results_level=second-level-results&term=&objectid=course-4c354854-5235-4119-8dbf-8b2f6ac678af&campaign=mandarin+chinese+level+1&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,mandarin chinese is rapidly becoming one of the top languages to learn especially for business. learnbasic language skills for business scenarios in mandarin-speaking countries.,4.6,5,5,-->introductory,6 weeks,communications - pronunciation - language education - mandarin chinese,none,free 
edx-168,edx,the national university of singapore,quantitative and qualitative research for beginners,https://www.edx.org/learn/research/the-national-university-of-singapore-quantitative-and-qualitative-research-for-beginners?index=product&queryid=13210d6d5f071b0d1a1a110dd5a6a674&position=24&results_level=second-level-results&term=&objectid=course-bc4eb72c-b324-409c-b1e7-1bac92eec1ba&campaign=quantitative+and+qualitative+research+for+beginners&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,this course is designed as a basic introduction to the complex world of research methods and provides both theoretical and practical information for students to give them a foundation for carrying out research in a wide range of disciplines using quantitative qualitative and mixed methods.,4.5,5,11,-->introductory,8 weeks,qualitative research - research - research methodologies,none,free 
edx-169,edx,ibm,developing front end apps with react,https://www.edx.org/learn/react-native/ibm-developing-front-end-apps-with-react?index=product&queryid=497f2577eb6d98c4ccc1ea70214ec822&position=1&results_level=second-level-results&term=&objectid=course-0af1e674-790b-4aa6-89dc-80adbd89d479&campaign=developing+front+end+apps+with+react&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,develop hands-on skills with front-end applications using the react web framework user interface library.,4.5,5,11,-->intermediate,4 weeks,none,none,free 
edx-170,edx,ibm,analyzing data with python,https://www.edx.org/learn/python/ibm-analyzing-data-with-python?index=product&queryid=497f2577eb6d98c4ccc1ea70214ec822&position=2&results_level=second-level-results&term=&objectid=course-29a1e3b8-3e84-4b14-b60d-0fa97512e420&campaign=analyzing+data+with+python&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,in this course you will learn how to analyze data in python using multi-dimensional arrays in numpy manipulate dataframes in pandas use scipy library of mathematical routines and perform machine learning using scikit-learn!,4.5,5,26,-->introductory,5 weeks,pandas (python package) - python (programming language) - machine learning - data visualization - data analysis - numpy - scipy - basic math - scikit-learn (machine learning library),none,free 
edx-171,edx,harvard university,science & cooking: from haute cuisine to soft matter science (physics),https://www.edx.org/learn/food-science/harvard-university-science-cooking-from-haute-cuisine-to-soft-matter-science-physics?index=product&queryid=497f2577eb6d98c4ccc1ea70214ec822&position=3&results_level=second-level-results&term=&objectid=course-c0ac1bf7-6791-4bb9-9e0b-ff0fda69b898&campaign=science+%26+cooking%3a+from+haute+cuisine+to+soft+matter+science+%28physics%29&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,top chefs and harvard researchers explore how traditional and modernist cooking techniques can illuminate basic principles in chemistry physics and engineering. learn about elasticity viscosity mayonnaise baking and more!,4.7,5,7,-->introductory,16 weeks,physics - soft matter - chemistry - cooking - experimentation - research - baking,none,free 
edx-172,edx,the university of maryland college park,product management fundamentals,https://www.edx.org/learn/product-management/the-university-of-maryland-college-park-product-management-fundamentals?index=product&queryid=497f2577eb6d98c4ccc1ea70214ec822&position=4&results_level=second-level-results&term=&objectid=course-49a56967-0578-4b25-925e-4cce1a79d3ea&campaign=product+management+fundamentals&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,understand the keys to successfully navigating the roles and responsibilities of being a product manager to champion change with internal and external collaborators and influencers,4.4,5,25,-->introductory,4 weeks,marketing concepts - commercialization - market development - innovation - new product development - product management - team leadership - management - target market,none,free 
edx-173,edx,universitat politècnica de valència,introducción a la gestión de proyectos,https://www.edx.org/learn/project-management/universitat-politecnica-de-valencia-introduccion-a-la-gestion-de-proyectos?index=product&queryid=497f2577eb6d98c4ccc1ea70214ec822&position=5&results_level=second-level-results&term=&objectid=course-17a1d102-184c-45d5-a22b-264c5d377921&campaign=introducci%c3%b3n+a+la+gesti%c3%b3n+de+proyectos&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,curso de introducción a la gestión de proyectos (project management) siguiendo la metodología del project management institute (www.pmi.org).,4.3,5,22,-->introductory,5 weeks,risk management - time management - project management professional certification - project management - project management institute (pmi) methodology,none,free 
edx-174,edx,harvard university,data science: linear regression,https://www.edx.org/learn/data-science/harvard-university-data-science-linear-regression?index=product&queryid=497f2577eb6d98c4ccc1ea70214ec822&position=6&results_level=second-level-results&term=&objectid=course-e88b2359-c517-4316-8e32-5c7d54a85b8a&campaign=data+science%3a+linear+regression&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn how to use r to implement linear regression one of the most common statistical modeling approaches in data science.,4.3,5,15,-->introductory,8 weeks,linear regression - statistical modeling - data science,none,free 
edx-175,edx,harvard university,u.s. public policy: social economic and foreign policies,https://www.edx.org/learn/public-policy/harvard-university-u-s-public-policy-social-economic-and-foreign-policies?index=product&queryid=497f2577eb6d98c4ccc1ea70214ec822&position=7&results_level=second-level-results&term=&objectid=course-356d8a70-fc0b-4a75-9c3e-eb9f87f6d85c&campaign=u.s.+public+policy%3a+social%2c+economic%2c+and+foreign+policies&source=edx&product_category=course&placement_url=https%3a%2f%2fwww.edx.org%2fsearch,course,learn about public policy in america and the dynamics of american politics.,4.9,5,36,-->introductory,4 weeks,economic growth - public policies - trade agreement - economics - foreign policies,none,free 
